0,Country,Region,HarvestYear,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_high_meters,altitude_mean_meters,unit_of_measurement,Processing.Method,
883,Honduras,comayagua,2014,7.5,7.33,7.5,7.5,7.17,7.17,7.5,81.67,0.1,Green,1400,1400,m,Natural / Dry,
884,CostaRica,tarrazu,2013,7.5,7.17,7.17,7.17,7.5,7.08,8.08,81.67,0.11,Green,1850,1850,m,Washed / Wet,
886,Taiwan,changhua baguashan 彰化市八卦山,2013/2014,7.5,7.5,7.5,7.25,7.42,7.25,7.25,81.67,0.11,Green,150,150,m,Semi-washed / Semi-pulped,
887,Taiwan,nantou,2013/2014,7.58,7.42,7.33,7.42,7.33,7.33,7.25,81.67,0.11,Green,750,750,m,Washed / Wet,
888,Mexico,"la concordia, chiapas",2013,7.5,7.42,7.08,7.58,7.33,7.33,7.42,81.67,0.12,Green,1400,1400,m,Washed / Wet,
889,Guatemala,jalapa,2012,7.5,7.67,7.33,7.33,7.33,7.33,7.17,81.67,0.11,Green,1828.8,1752.6,ft,Washed / Wet,
890,Mexico,tuxtla gutierrez,2012,7.25,7.67,7.58,7.67,7.67,7.58,7.58,81.67,0.13,Green,1650,1650,m,Washed / Wet,
891,Mexico,yajalon,2012,7.67,7.25,7.17,7.75,7.5,7.25,7.08,81.67,0.11,Green,1400,1400,m,Washed / Wet,
892,Mexico,veracruz,2012,7.5,7.42,7.33,7.42,7.42,7.42,7.17,81.67,0.11,Green,1200,1200,m,Washed / Wet,
893,Mexico,"la concordia, chiapas",2012,7.58,7.42,7.25,7.58,7.25,7.17,7.42,81.67,0.11,Green,1400,1400,m,Washed / Wet,
894,Mexico,"sacún palma, municipio de chilón, chiapas",2012,7.75,7.58,7.25,7.17,7.58,7.33,7.67,81.67,0.11,Green,940,940,m,Semi-washed / Semi-pulped,
895,US-Hawaii,kona,2012,7.42,7.33,7.33,7.33,7.17,7.83,7.25,81.67,0.1,Green,130,130,m,Washed / Wet,
896,Honduras,western region,2018,7.5,7.42,7.08,7.42,7.5,7.33,7.33,81.58,0.11,Blue-Green,1200,1200,m,Washed / Wet,
897,Guatemala,huehuetenango,2017,7.42,7.42,7.08,7.5,7.42,7.33,7.42,81.58,0.12,Green,190164,190164,m,Washed / Wet,
898,Taiwan,natou county,2016,7.42,7.42,7.25,7.67,7.33,7.25,7.25,81.58,0.1,Blue-Green,800,800,m,Washed / Wet,
899,CostaRica,turrialba,2015,7.58,7.42,7.5,7.17,7.08,7.58,7.25,81.58,0.12,Green,13,13,m,Washed / Wet,
900,Tanzania,"oldeani , mongola",2014,7.42,7.42,7.33,7.42,7.42,7.33,7.25,81.58,0.12,Green,1800,1800,m,Washed / Wet,
901,Malawi,mzuzu,2014,7.42,7.42,7.17,7.58,7.33,7.33,7.33,81.58,0.13,Green,1100,1100,m,Washed / Wet,
902,Taiwan,natou county,2014,7.33,7.17,7.08,7.08,8.33,8.25,7,81.58,0,,850,850,m,Semi-washed / Semi-pulped,
903,Brazil,south of minas,2013/2014,7.42,7.42,7.33,7.33,7.5,7.25,7.33,81.58,0.12,Blue-Green,1260,1260,m,Washed / Wet,
904,Guatemala,oriente,2013,7.42,7.33,7.17,7.58,7.42,7.5,7.17,81.58,0.12,Green,1310.64,1310.64,ft,Washed / Wet,
905,Mexico,"la concordia, chiapas",2013,7.67,7.5,7.42,7.5,6.75,7.42,7.33,81.58,0.12,Green,1400,1400,m,Washed / Wet,
906,Mexico,la concordia,2012,7.33,7.5,7.25,7.5,7.5,7.17,7.33,81.58,0.11,,1600,1600,m,Natural / Dry,
907,Mexico,la concordia,2012,7.67,7.58,7.42,7.58,7.58,7.42,7.67,81.58,0.11,,1650,1650,m,Natural / Dry,
908,Thailand,"doi chaang village, chiang rai, thialand",2011,7.08,7.33,7.58,7.58,7.17,7.5,7.33,81.58,0.01,,1499.9208,1499.9208,ft,,
910,CostaRica,tarrazu,,7.25,7.17,7.33,7.33,7.5,7.75,7.25,81.58,0,,1828.8,1600.2,ft,,
911,Guatemala,santa rosa,2017,7.67,7.58,7.17,7.42,7.33,7.42,7.58,81.5,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
912,Nicaragua,jalapa,2017,7.5,7.42,7.33,7.33,7.25,7.33,7.33,81.5,0.11,Green,1100,1100,m,Other,
913,Honduras,comayagua,2017,7.5,7.5,7.33,7.42,7.17,7.25,7.33,81.5,0.1,Green,1400,1400,m,Washed / Wet,
915,Taiwan,古坑鄉荷包村尖山坑60號,2015,7.5,7.42,7.33,7.08,7.58,7.25,7.33,81.5,0.12,Green,200,180,m,Natural / Dry,
916,Myanmar,ywar ngan township,2015,7.25,7.42,7.25,7.5,7.33,7.33,7.42,81.5,0,Green,1219.2,1219.2,ft,Washed / Wet,
917,CostaRica,occidental,2014,7.83,7.33,7.08,7.08,7.33,7.5,7.33,81.5,0.12,Green,1200,1200,m,Washed / Wet,
918,Malawi,mzuzu,2014,7.67,7.42,6.92,7.5,7.5,7.17,7.33,81.5,0.12,Green,1599,1599,m,Washed / Wet,
919,Guatemala,oriente,2014,7.5,7.42,7.17,7.58,7.25,7.42,7.17,81.5,0.12,Green,1219.2,1219.2,ft,Washed / Wet,
920,Taiwan,natou county,2014,7.42,7.33,7.67,7.33,7.42,7.5,7.5,81.5,0.11,Blue-Green,900,900,m,Washed / Wet,
921,Brazil,sul de minas,2014,7.58,7.5,7.5,7.67,7.67,7.83,7.75,81.5,0,Green,1200,1200,m,Semi-washed / Semi-pulped,
922,Haiti,"dondon, haiti",2013,7.42,7.33,7.25,7.42,7.42,7.33,7.33,81.5,0.11,Bluish-Green,1250,825,m,Washed / Wet,
923,Taiwan,taichung xinshe 台中市新社區,2013/2014,7.5,7.42,7.25,7.25,7.33,7.33,7.42,81.5,0.11,Green,600,600,m,Other,
924,Mexico,"la concordia, chiapas",2013,7.33,7.33,7.17,7.42,7.5,7.5,7.25,81.5,0.13,Green,1150,1150,m,Washed / Wet,
925,Mexico,amatenango de la frontera,2012,7.58,7.42,7.25,7.42,7.33,7.33,7.17,81.5,0.12,Green,1600,1600,m,Washed / Wet,
926,Mexico,temaxcalapa,2012,7.42,7.25,7.17,7.42,7.17,8,7.08,81.5,0.12,Green,1100,1100,m,Washed / Wet,
927,Mexico,manzanillo,2012,7.33,7.5,7.33,7.33,7.33,7.42,7.25,81.5,0.11,Green,1000,1000,m,Semi-washed / Semi-pulped,
928,Mexico,tapachula,2012,7.42,7.42,7.33,7.17,7.25,7.42,7.5,81.5,0.13,Green,1250,1250,m,Washed / Wet,
929,Mexico,atoyac de alvarez,2012,7.5,7.5,7.25,7.5,7.42,7.58,7.42,81.5,0.11,Green,1100,1100,m,Natural / Dry,
930,Indonesia,ijen,2012,7.75,7.17,7.17,7.33,7.58,7.33,7.17,81.5,0.12,Green,1600,1400,m,Washed / Wet,
931,Brazil,sul de minas,2012,7.5,7.42,7.17,7.42,7.5,7.33,7.17,81.5,0.12,Blue-Green,125,125,m,Semi-washed / Semi-pulped,
933,Colombia,cauca,Abril - Julio,7.42,7.42,7.17,7.42,7.42,7.33,7.33,81.5,0.06,,1850,1450,m,,
934,US-Hawaii,kona,,7.33,7.33,7.33,7.5,7.5,7.83,7.33,81.5,0,,130,130,m,,
935,Mexico,veracruz,2017,7.58,7.33,7.08,7.33,7.5,7.33,7.25,81.42,0.12,Green,1100,1100,m,Washed / Wet,
936,Guatemala,san marcos,2016,7.42,7.33,7.08,7.58,7.33,7.25,7.42,81.42,0.1,Green,1371.6,1371.6,ft,Washed / Wet,
937,Brazil,cerrado,2015/2016,7.33,7.5,7.5,7.33,6.83,7.42,7.5,81.42,0.11,Green,1100,1100,m,Natural / Dry,
938,Honduras,marcala,2015,7.5,7.33,7.17,7.25,7.5,7.42,7.25,81.42,0.12,Green,1400,1400,m,Washed / Wet,
939,Taiwan,苗栗三灣,2014,7.83,7.75,7.42,7.17,7.08,7.08,7.08,81.42,0.12,Green,110,110,m,Washed / Wet,
940,Malawi,mzuzu,2014,7.58,7.17,7.33,7.42,7.08,7.42,7.42,81.42,0.12,Bluish-Green,1422,1422,m,Washed / Wet,
941,Brazil,south of minas,2014/2015,7.25,7.5,7.42,7.17,7.33,7.33,7.42,81.42,0,Green,1100,1100,m,Natural / Dry,
942,Guatemala,"san lucas toliman, solola",2014,7.42,7.5,7.17,7.42,7.42,7.42,7.08,81.42,0.1,Green,1550,1550,m,Washed / Wet,
943,Mexico,siltepec el triunfo,2014,7.67,7.33,7.25,7.17,7.25,7.42,7.33,81.42,0,Green,1550,1550,m,Washed / Wet,
945,Guatemala,oriente,2013,7.42,7.33,7.25,7.42,7.42,7.5,7.08,81.42,0.12,Green,1310.64,1310.64,ft,Washed / Wet,
946,Mexico,"huazalingo, hidalgo",2012,7.42,7.33,7.25,7.17,7.25,7.42,7.58,81.42,0.13,None,763,763,m,Washed / Wet,
947,Mexico,"coatepec, coatepec",2012,7.42,7.42,7.25,7.25,7.5,7.33,7.25,81.42,0.13,,1100,1100,m,Washed / Wet,
948,Colombia,huila,2011,7.5,7.42,7.25,7.17,7.17,7.75,7.17,81.42,0.11,Green,1750,1750,m,Natural / Dry,
949,Colombia,cauca,4T72010,7.75,7.33,7.42,7,7.33,7.25,7.33,81.42,0.16,,1880,1880,m,,
950,US-Hawaii,kona,,7.83,7,7,7.58,7.58,7.5,6.92,81.42,0.01,,130,130,m,,
952,Honduras,comayagua,2016 / 2017,7.5,7.5,7,7.17,7.5,7.33,7.33,81.33,0.11,Bluish-Green,1500,1500,m,Washed / Wet,
953,Mexico,veracruz,2016,7.67,7.42,7,7.42,7.58,7.08,7.17,81.33,0.12,Green,1130,1130,m,,
954,Brazil,cerrado,2015/2016,7.25,7.33,7.33,7.33,7.33,7.42,7.33,81.33,0.11,Green,1100,1100,m,Natural / Dry,
955,Honduras,marcala,2015,7.58,7.42,7.17,7.42,7.17,7.17,7.42,81.33,0.09,Green,1350,1350,m,Washed / Wet,
956,Brazil,mantiqueira de minas,2014/2015,7.17,7.33,7.42,7.25,7.42,7.33,7.42,81.33,0.12,Green,1200,1200,m,Other,
957,Philippines,"davao city, region 11",2014,7.08,7.33,7.42,7.33,7.33,7.5,7.33,81.33,0.14,Green,1400,1400,m,Washed / Wet,
958,Malawi,mzuzu,2014,7.75,7.33,7.08,7.33,7.33,7.25,7.25,81.33,0.13,Green,1200,1200,m,Washed / Wet,
959,Honduras,san marcos,2014,7.33,7.33,7.17,7.33,7.5,7.33,7.33,81.33,0.12,Green,1450,1450,m,Washed / Wet,
960,Mexico,tapachula,2012,7.58,7.42,7.25,7.33,7.25,7.25,7.25,81.33,0.13,Green,1800,1800,m,Washed / Wet,
961,Mexico,veracruz,2012,7.33,7.25,7.17,7.42,7.58,7.33,7.25,81.33,0.12,None,1000,1000,m,Washed / Wet,
962,Brazil,matas de minas        ,,7.5,7.58,7.5,7.5,7.75,7.83,7.58,81.33,0.11,Green,1100,1100,m,Natural / Dry,
963,Taiwan,"dongshan dist., tainan city 台南市東山區",2015,7.83,7.75,7.67,7.83,7.83,7.75,5.25,81.25,0.12,Green,680,680,m,Natural / Dry,
964,Brazil,south of minas,2015/2016,7.17,7.42,7.17,7.08,6.92,8.17,7.33,81.25,0,Green,1,1,m,Natural / Dry,
965,Nicaragua,jinotega,2015,7.08,7.5,7.33,7.17,7.42,7.25,7.5,81.25,0.1,Green,1100,1100,m,Washed / Wet,
966,Honduras,marcala,2015,7.42,7.17,7.17,7.5,7.33,7.25,7.42,81.25,0.12,Green,1400,1400,m,Washed / Wet,
967,Guatemala,huehuetenango,2014,7.33,7.42,7.17,7.25,7.42,7.33,7.33,81.25,0.09,Bluish-Green,1700,1700,m,Washed / Wet,
968,Tanzania,karatu ngorogoro,2014,7.33,7.17,7.17,7.5,7.25,7.42,7.42,81.25,0.13,Green,1700,1700,m,Washed / Wet,
969,Taiwan,nantou,2013/2014,7.5,7.5,7.25,7.25,7.25,7.25,7.25,81.25,0.11,Green,650,650,m,Semi-washed / Semi-pulped,
970,Guatemala,"sacatepequez, guatemala",2013,7.5,7.33,7.5,7.58,7,7.25,7.08,81.25,0.11,Green,1524,1524,ft,Washed / Wet,
971,Mexico,motozintla,2012,7.42,7.42,7.33,7.33,7.5,7.42,7.5,81.25,0.12,Green,1500,1500,m,Washed / Wet,
972,Nicaragua,"dipilto, nueva segovia",2016,7.33,7.5,7.17,7.17,7.58,7.17,7.25,81.17,0.09,Green,1200,1200,m,Washed / Wet,
973,Tanzania,"ruvuma, mbinga",2015/2016,7.67,7.17,7.17,7.33,7.5,7.17,7.17,81.17,0.12,Green,2000,1050,m,Washed / Wet,
974,Mexico,"chiapas, jaltenango",2015,7.75,7.58,7.08,7.25,7.08,7.25,7.17,81.17,0.12,Green,1200,1200,m,Washed / Wet,
975,CostaRica,tres rios,2015,7.5,7.5,7.33,7.17,7.08,7.17,7.42,81.17,0.11,Bluish-Green,1400,1300,m,Washed / Wet,
976,Honduras,central region,2015,7.42,7.33,7,7.42,7.33,7.33,7.33,81.17,0.13,Green,1450,1450,m,Natural / Dry,
977,Thailand,chiangrai,2014,6.83,7.42,7.42,7.17,7.5,7.42,7.42,81.17,0.12,Blue-Green,1500,1450,m,Washed / Wet,
978,Philippines,corillera administrative,2014,7.25,7.25,7.25,7.08,7.58,7.5,7.25,81.17,0,None,1200,1200,m,Natural / Dry,
979,Tanzania,mbinga,2014,7.58,7.17,7.17,7.33,7.33,7.25,7.33,81.17,0.12,Bluish-Green,1550,1550,m,Washed / Wet,
980,Malawi,southern- zomba,2014,7.58,7.25,7.33,7.08,7.33,7.33,7.25,81.17,0.12,Green,1000,995,m,Washed / Wet,
981,CostaRica,central valley,2014,7.33,7.08,7.33,7.25,7.33,7.58,7.25,81.17,0.11,Green,1400,1300,m,Washed / Wet,
983,Mexico,tapachula,2012,7.42,7.25,7.08,7.75,7.42,7.17,7.08,81.17,0.13,Green,1800,1800,m,Natural / Dry,
984,Guatemala,oriente,2012,7.42,7.25,7.33,7.25,7.25,7.42,7.25,81.17,0.12,Green,1450,1450,m,Washed / Wet,
985,Brazil,south of minas,2012,7.42,7.33,7.25,7.42,7.5,7.17,7.08,81.17,0.12,Green,1000,1000,m,Natural / Dry,
986,US-Hawaii,kona,,7.25,7.75,7.67,7.67,7.42,7.67,7.75,81.17,0.04,,130,130,m,,
988,Brazil,alta paulista (sao paulo),2016,7.58,7.42,7.5,7.25,7.75,7.58,7.33,81.08,0.11,Green,695,695,m,Natural / Dry,
989,Nicaragua,jinotega,2015,7.33,7.33,7.33,7.42,7.33,7.33,7,81.08,0.11,,1100,1100,m,Washed / Wet,
990,US,central america,2014,7.42,7.17,7.33,7.42,7.25,7.33,7.17,81.08,0,,1706.88,1706.88,ft,Natural / Dry,
991,Tanzania,"iwala village, mbeya rural",2014,7.42,7.33,7.33,7.25,7.25,7.33,7.17,81.08,0.13,Green,1456,1456,m,Washed / Wet,
992,CostaRica,naranjo,2014,7.42,7.25,7.17,7.25,7.25,7.58,7.17,81.08,0.13,Green,1500,1500,m,Washed / Wet,
993,US,yauco region,2013,7.67,7.75,7.67,7.58,7.58,7.67,8.5,81.08,0,Green,853.44,853.44,ft,Washed / Wet,Green
994,Mexico,san fernando,2012,7.25,7.42,7.33,7.33,7.17,7.33,7.25,81.08,0.13,None,1650,1650,m,Washed / Wet,
995,Mexico,santo reyes nopala,2012,7.33,7.25,7.33,7.42,7.25,7.42,7.08,81.08,0.12,Green,1300,1300,m,Washed / Wet,
996,Mexico,santa maria sitepec,2012,7.33,7.33,7.25,7.42,7.25,7.25,7.25,81.08,0.11,Green,1642,1642,m,Washed / Wet,
997,Mexico,talpa de allende,2012,7.42,7.33,7.25,7.42,7.17,7.25,7.25,81.08,0.1,Green,1200,1200,m,Washed / Wet,
998,US-Hawaii,,2012,7.42,7.42,7.25,7.58,6.92,7.17,7.33,81.08,0.06,Blue-Green,130,130,m,Washed / Wet,
1000,ElSalvador,apaneca,2017,7.42,7.08,7.08,7.33,7.25,7.58,7.25,81,0,Green,1450,1450,m,Washed / Wet,
1002,Guatemala,norte,2016,7.42,7.25,7.17,7.5,7.25,7.17,7.25,81,0.09,Green,3280,3280,m,Washed / Wet,
1003,Colombia,guayata,2016,7.67,7.5,7.42,5.25,7.67,7.75,7.75,81,0,Green,1600,1600,m,Washed / Wet,
1004,Guatemala,oriente,2015,7.5,7.25,7,7.25,7.5,7.25,7.25,81,0.11,Green,1219.2,1219.2,ft,Washed / Wet,
1005,Taiwan,"dongshan dist., tainan city 臺南市東山區",2015,7.25,7.17,7.17,7.25,7.5,7.33,7.33,81,0.12,Bluish-Green,758,758,m,Washed / Wet,
1006,Honduras,san marcos,2014,7.42,7.25,7.25,7.33,7.25,7.17,7.33,81,0.12,Green,1350,1350,m,Natural / Dry,
1008,Tanzania,arusha,2014,7.33,7.33,7.08,7.42,7.17,7.33,7.33,81,0.12,Green,1525,1525,m,Washed / Wet,
1009,Uganda,eastern,2013,7.33,6.92,7.17,7.33,7.42,7.42,7.42,81,0.12,Green,1700,1700,m,Natural / Dry,
1010,Taiwan,nantou,2013/2014,7.5,6.92,7.33,7.33,7.33,7.33,7.25,81,0.11,Green,1100,1100,m,Semi-washed / Semi-pulped,
1011,Thailand,thailand,2012,7.33,7.42,7.25,7.42,7.25,7.17,7.17,81,0,Green,800,800,m,Washed / Wet,
1012,Mexico,"motozintla, chiapas",2012,7.08,7.33,7.33,7.33,7.42,7.25,7.25,81,0.12,Green,950,950,m,Washed / Wet,
1013,Mexico,adolfo lopez mateos,2012,7.58,7.67,7.5,7.67,7.58,7.5,7.5,81,0,Green,1100,1100,m,Washed / Wet,
1014,Taiwan,taiwan,2017,7.33,7.17,7.25,7.33,7.33,7.25,7.25,80.92,0,Blue-Green,200,200,m,Washed / Wet,
1015,Guatemala,oriente,2017,7.67,7.67,7.33,7.58,7.67,7.5,7.5,80.92,0.1,Green,1901,1901,m,Washed / Wet,
1016,Kenya,kiambu,2017,7.17,7.58,7.5,7.5,8,7.75,5.42,80.92,0.11,Green,1600,1600,m,Washed / Wet,
1017,Mexico,veracruz,2017,7.5,7.33,7.17,7.42,7.5,7.33,7.33,80.92,0.11,Green,1100,1100,m,Washed / Wet,
1018,Myanmar,pyinoolwin,2015,7.17,7.42,7,7.58,7.33,7,7.42,80.92,0,,1066.8,1066.8,ft,Other,
1019,US-Hawaii,kona,2014,7.42,7.08,7.17,7.17,7.58,7.25,7.25,80.92,0.1,Bluish-Green,130,130,m,Natural / Dry,
1020,Tanzania,"manyara, karatu",2014,7.33,7.17,7.17,7.25,7.42,7.33,7.25,80.92,0.12,Green,1700,1700,m,Washed / Wet,
1021,Brazil,mantiqueira de minas,2014/2015,7.25,7.33,7.25,7.25,7.25,7.33,7.25,80.92,0.12,Green,1200,1200,m,Natural / Dry,
1022,Taiwan,台中新社,2014,7.92,7.67,7.33,7.08,7.08,7.08,6.75,80.92,0.09,Green,550,550,m,Washed / Wet,
1023,Brazil,south of minas,2014/2015,7.17,7.42,7.17,7.25,7.25,7.33,7.33,80.92,0.1,None,1100,1100,m,Natural / Dry,
1024,Nicaragua,matagalpa,2013,7.33,7.08,7.25,7,7.5,7.42,7.33,80.92,0.1,Green,1400,1050,m,Washed / Wet,
1025,Guatemala,jalapa,2014,7.58,7.42,6.92,7.5,7.25,7.17,7.08,80.92,0.12,Green,1524,1524,ft,Washed / Wet,
1026,Taiwan,taichung taiping 台中市太平區,2013/2014,7.42,7.25,7.25,7.25,7.25,7.25,7.25,80.92,0.11,,900,900,m,Washed / Wet,
1027,Taiwan,nantou,2013/2014,7.25,7.17,7.08,7.08,7.08,8.08,7.17,80.92,0.11,Green,688,688,m,Other,
1028,Taiwan,new taipei zhonghe 新北市中和區,2013/2014,7.42,7.25,7.25,7.25,7.25,7.25,7.25,80.92,0.11,Green,300,300,m,Washed / Wet,
1029,Mexico,ixhuatlan del cafe,2012,7.58,7.33,7.08,7.5,7.17,7.25,7,80.92,0.13,Green,1186,1186,m,Washed / Wet,
1031,Other,"paksong,laos",2016,7.42,7.33,7.17,7.17,7.17,7.25,7.33,80.83,0,Green,1300,1300,m,Washed / Wet,
1032,Guatemala,orient,2013,7.67,7.25,7.08,7.33,7.17,7.25,7.08,80.83,0.11,Green,1200,1200,m,Washed / Wet,
1033,Mexico,motozintla,2012,7.17,7.08,7.25,7.42,7.25,7.33,7.33,80.83,0.13,Green,1210,1210,m,Semi-washed / Semi-pulped,
1034,Mexico,oaxaca,2012,7.33,7.25,7.33,7.33,7.25,7.17,7.17,80.83,0.11,Green,1100,1100,m,Washed / Wet,
1035,Mexico,veracruz,2012,7.5,7.17,7.33,7.25,7.17,7.17,7.25,80.83,0.13,Green,100,100,m,Washed / Wet,
1036,US-Hawaii,kona,2012,7.42,7.33,7,7.25,7.33,7.5,7,80.83,0.1,Blue-Green,130,130,m,Washed / Wet,
1037,Colombia,huila,4T/2010,7.33,7.33,7,6.83,7.33,7.67,7.33,80.83,0.01,,1800,1800,m,,
1039,Myanmar,ywar ngan,2015,6.92,7.5,7,7.58,7.5,7.08,7.17,80.75,0,Green,3825,3825,m,Washed / Wet,
1040,Guatemala,huehuetenango,2015,7.5,7.33,7,7.42,7.17,7.17,7.17,80.75,0.12,Green,1755.648,1706.88,ft,Washed / Wet,
1041,Nicaragua,jinotega,2015,7.25,7.25,7.17,7.25,7.33,7.25,7.25,80.75,0.12,Green,110000,110000,m,Washed / Wet,
1042,Honduras,"siguatepeque, comayagua",2015,7.5,7.33,7,7.42,7.25,7.17,7.08,80.75,0.11,Green,1450,1450,m,Natural / Dry,
1043,Panama,boquete,2014,7.25,7.33,7.17,7.33,7.33,7.17,7.17,80.75,0.11,Green,1680,1680,m,Other,
1044,Honduras,marcala,2015,7.42,7.17,7.08,7.42,7.25,7.25,7.17,80.75,0.09,Green,1350,1350,m,Washed / Wet,
1045,Honduras,central region,2015,7.25,7.33,7.08,7.5,7.25,7.33,7,80.75,0.13,Green,1450,1450,m,Natural / Dry,
1046,CostaRica,san ramon,2014,7.33,7.33,7.25,7.25,7.17,7.17,7.25,80.75,0.11,Green,1300,1300,m,Washed / Wet,
1047,Mexico,oaxaca,2012,7.58,7.33,7.42,7.25,7.5,7.5,7.5,80.75,0.11,Green,1200,1200,m,Washed / Wet,
1048,Haiti,haiti,2012,7.42,7,7.42,7.25,7.08,7.33,7.25,80.75,0.12,Green,1000,1000,m,Washed / Wet,
1049,US-Hawaii,kona,2011,7.08,7.33,7.17,7.25,7.33,7.67,6.92,80.75,0.13,Bluish-Green,130,130,m,Natural / Dry,
1051,Indonesia,sumatra brastagi,2015,7.58,7.42,7,7.67,7.5,7.5,7.33,80.67,0.13,Blue-Green,1500,1350,m,Semi-washed / Semi-pulped,
1052,Guatemala,antigua,2015/2016,7.67,7.42,6.83,7.17,7.42,7.17,7,80.67,0.11,Green,1500,1500,m,Washed / Wet,
1053,CostaRica,tarrazu,2015,7.83,7.5,7.67,7.67,7.83,7.5,8,80.67,0.11,Blue-Green,185,185,m,Washed / Wet,
1054,Malawi,southern- zomba,2014,7.5,7.25,7.17,7.17,7.25,7.17,7.17,80.67,0.12,Bluish-Green,1000,995,m,Washed / Wet,
1055,Mexico,"el desmoronado, talpan de allende jalisco",2014,7.25,7.17,7.17,7.25,7.17,7.42,7.25,80.67,0.12,Green,1200,1200,m,Washed / Wet,
1056,Colombia,santander,2014,7.67,7.5,7.42,7.67,7.5,7.75,8.5,80.67,0,,1550,1550,m,Natural / Dry,
1057,Guatemala,"san lucas toliman, solola",2013,7.67,7.17,7,7.5,7,7,7.33,80.67,0.12,Green,1550,1550,m,Washed / Wet,
1063,Tanzania,arusha,2014,7.25,7.08,7.08,7.33,7.33,7.25,7.25,80.58,0.12,Bluish-Green,1400,1400,m,Washed / Wet,
1064,Brazil,south of minas,2014/2015,7.42,7.25,7.33,7,7.08,7.25,7.25,80.58,0,Green,1200,1200,m,Semi-washed / Semi-pulped,
1065,Honduras,occidental,2014,7.5,7.17,7,7.42,7.33,7,7.17,80.58,0.11,Green,1400,1400,m,Washed / Wet,
1066,Guatemala,huehuetenango,2014,7.17,7.42,6.83,7.5,7.17,7.25,7.25,80.58,0.11,Green,1383.792,1383.792,ft,Natural / Dry,
1067,US-Hawaii,,,7.42,7.58,7.5,7.92,7.83,7.83,7.83,80.58,0,,130,130,m,,
1069,Taiwan,taiwan,2017,7.17,7.17,7.17,7.42,7.17,7.25,7.17,80.5,0,Blue-Green,50,50,m,Natural / Dry,
1070,Guatemala,santa rosa,2017,7.33,7.25,7.08,7.17,7.25,7.17,7.25,80.5,0.1,Green,1500,1500,m,Washed / Wet,
1071,Honduras,ocotepeque,2017,7.58,7.33,7,7.17,7.33,7.08,7,80.5,0.11,Green,1650,1650,m,Washed / Wet,
1072,Other,chamarel (south west),2016,7.25,7.25,7.17,7.17,7.25,7.17,7.25,80.5,0.12,Green,280,280,m,,
1073,Brazil,vale da grama,2015/2016,7.25,7.33,7.17,7.5,7.33,7.25,7.33,80.5,0.11,Green,1250,1250,m,Semi-washed / Semi-pulped,
1074,Myanmar,pyin oo lwin,2015,7.17,7.33,7.17,7.42,7.25,7.08,7.08,80.5,0,Green,3800,3800,m,Washed / Wet,
1075,Guatemala,oriente,2014,7.5,7.17,6.83,7.5,7.17,7.17,7.17,80.5,0.11,Green,1219.2,1219.2,ft,Washed / Wet,
1076,Brazil,mantiqueira de minas,2013,7.42,7.42,7.08,7.33,7.67,7.5,7.42,80.5,0.1,None,1250,1250,m,Semi-washed / Semi-pulped,
1077,US-Hawaii,kona,2013,7.42,7.33,7.33,7.58,7.58,7.42,7.17,80.5,0.11,Green,130,130,m,Natural / Dry,
1078,Guatemala,huehuetenango,2013,7.5,7.5,7,7.67,7.17,7,6.67,80.5,0.12,Green,1859.28,1859.28,ft,Washed / Wet,
1079,Mexico,zaragoza itundujia,2012,7.25,7.25,7.08,7.33,7.25,7.17,7.17,80.5,0.15,None,1450,1450,m,Washed / Wet,
1080,Honduras,marcala,2016,7.25,7.42,7,7.42,7.33,7,7,80.42,0.1,Green,1450,1450,m,,
1081,Taiwan,南投國姓,2014,7.58,7.17,7.17,7.17,7.17,7.17,7,80.42,0.14,Green,600,600,m,Washed / Wet,
1082,ElSalvador,"department of ahuachapan, municipality of apanecallamatepec mountain",2013,7.33,7.17,7.08,7.08,7.33,7.17,7.25,80.42,0,Green,1450,1450,m,Washed / Wet,
1083,China,yunnan,2013,7.25,7.08,7.25,7.17,7.33,7.17,7.17,80.42,0.17,Green,1700,1700,m,Washed / Wet,
1084,Taiwan,nantou,2013/2014,7.25,7.25,7.17,7.25,7.25,7.25,7,80.42,0.11,Green,600,600,m,Washed / Wet,
1085,Mexico,pochutla,2012,6.92,7.17,7.08,7.5,7.33,7.17,7.25,80.42,0.1,Green,1050,1050,m,Washed / Wet,
1086,Mexico,la concordia,2012,7.42,7.08,7.08,7.33,7.25,7.17,7.08,80.42,0.12,Green,1550,1550,m,Washed / Wet,
1087,Other,mumirwa,2016,7.08,7.25,7.17,7.33,7.08,7.08,7.33,80.33,0.12,Green,1700,1700,m,,
1088,Tanzania,mkuu rombo,2015/2016,7.25,7.17,7,7.25,7.42,7.08,7.17,80.33,0.13,Green,1700,1700,m,Washed / Wet,
1090,Taiwan,taichung xinshe 台中市新社區,2013/2014,7.25,7.25,7.08,7.25,7.25,7.25,7,80.33,0.11,Green,600,600,m,Other,
1091,Guatemala,oriente,2013,7.33,7.33,6.83,7.5,7,7.17,7.17,80.33,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
